20,20;65,30;0
20,20;65,30;5
20,20;65,30;10
20,20;65,30;15
20,20;65,30;20
20,20;65,30;25
20,20;65,30;30
20,20;65,30;35
20,20;65,30;40
20,20;65,30;45
20,20;65,30;50
20,20;65,30;55
20,20;65,30;60
20,20;65,30;65
20,20;65,30;70
20,20;65,30;75
20,20;65,30;80
20,20;65,30;85
20,20;65,30;90
20,20;65,30;95
20,20;65,30;100
20,20;65,30;105
20,20;65,30;110
20,20;65,30;115
20,20;65,30;120
20,20;65,30;125
20,20;65,30;130
20,20;65,30;135
20,20;65,30;140
20,20;65,30;145
20,20;65,30;150
20,20;65,30;155
20,20;65,30;160
20,20;65,30;165
20,20;65,30;170
20,20;65,30;175
20,20;65,30;180
20,20;65,30;185
20,20;65,30;190
20,20;65,30;195
20,20;65,30;200
20,20;65,30;205
20,20;65,30;210
20,20;65,30;215
20,20;65,30;220
20,20;65,30;225
20,20;65,30;230
20,20;65,30;235
20,20;65,30;240
20,20;65,30;245
20,20;65,30;250
20,20;65,30;255
20,20;65,30;260
20,20;65,30;265
20,20;65,30;270
20,20;65,30;275
20,20;65,30;280
20,20;65,30;285
20,20;65,30;290
20,20;65,30;295
20,20;65,30;300
20,20;65,30;305
20,20;65,30;310
20,20;65,30;315
20,20;65,30;320
20,20;65,30;325
20,20;65,30;330
20,20;65,30;335
20,20;65,30;340
20,20;65,30;345
20,20;65,30;350
20,20;65,30;355
20,20;65,30;360
20,20;65,30;365
20,20;65,30;370
20,20;65,30;375
20,20;65,30;380
20,20;65,30;385
20,20;65,30;390
20,20;65,30;395
20,20;65,30;400
20,20;65,30;405
20,20;65,30;410
20,20;65,30;415
20,20;65,30;420
20,20;65,30;425
20,20;65,30;430
20,20;65,30;435
20,20;65,30;440
20,20;65,30;445
20,20;65,30;450
20,20;65,30;455
20,20;65,30;460
20,20;65,30;465
20,20;65,30;470
20,20;65,30;475
20,20;65,30;480
20,20;65,30;485
20,20;65,30;490
20,20;65,30;495
35,15;80,15;0
35,15;80,15;5
35,15;80,15;10
35,15;80,15;15
35,15;80,15;20
35,15;80,15;25
35,15;80,15;30
35,15;80,15;35
35,15;80,15;40
35,15;80,15;45
35,15;80,15;50
35,15;80,15;55
35,15;80,15;60
35,15;80,15;65
35,15;80,15;70
35,15;80,15;75
35,15;80,15;80
35,15;80,15;85
35,15;80,15;90
35,15;80,15;95
35,15;80,15;100
35,15;80,15;105
35,15;80,15;110
35,15;80,15;115
35,15;80,15;120
